Date, Price, Grid load forecast, Wind power forecast
2016-03-21 17:00:00,22.21,51832,2621
2016-03-21 18:00:00,22.7,52947,2517
2016-03-21 19:00:00,22.48,53155,2405
2016-03-21 20:00:00,22.13,51787,2283
2016-03-21 21:00:00,21.93,50533,2126
2016-03-21 22:00:00,21.65,48511,1967
2016-03-21 23:00:00,20.9,46179,1867
2016-03-22 00:00:00,20.34,44059,1583
2016-03-22 01:00:00,20.11,43513,1543
2016-03-22 02:00:00,20.08,43412,1396
2016-03-22 03:00:00,20.51,43726,1232
2016-03-22 04:00:00,21.19,44721,1122
2016-03-22 05:00:00,21.96,47046,1050
2016-03-22 06:00:00,22.06,50479,974
2016-03-22 07:00:00,22.62,53307,965
2016-03-22 08:00:00,23.36,54666,1008
2016-03-22 09:00:00,23.02,53957,1057
2016-03-22 10:00:00,22.68,53372,1075
2016-03-22 11:00:00,22.41,52710,1051
2016-03-22 12:00:00,22.19,51964,1014
2016-03-22 13:00:00,22.09,51458,958
2016-03-22 14:00:00,22,50959,898
2016-03-22 15:00:00,22.02,50667,834
2016-03-22 16:00:00,22.04,50686,744
2016-03-22 17:00:00,22.24,51621,627
2016-03-22 18:00:00,22.57,52944,570
2016-03-22 19:00:00,22.46,53260,591
2016-03-22 20:00:00,22.2,52070,639
2016-03-22 21:00:00,22,50667,704
2016-03-22 22:00:00,21.45,48532,786
2016-03-22 23:00:00,20.96,46175,867
2016-03-23 00:00:00,20.89,44188,1039
2016-03-23 01:00:00,20.51,43492,1167
2016-03-23 02:00:00,20.26,43328,1322
2016-03-23 03:00:00,20.56,43560,1456
2016-03-23 04:00:00,21,44484,1551
2016-03-23 05:00:00,21.54,46684,1570
2016-03-23 06:00:00,21.85,50018,1550
2016-03-23 07:00:00,22.39,53108,1525
2016-03-23 08:00:00,22.92,53935,1540
2016-03-23 09:00:00,22.55,52542,1542
2016-03-23 10:00:00,22.43,52451,1473
2016-03-23 11:00:00,22.3,52077,1413
2016-03-23 12:00:00,21.94,51655,1441
2016-03-23 13:00:00,21.86,51381,1495
2016-03-23 14:00:00,21.78,50824,1490
2016-03-23 15:00:00,21.73,50385,1439
2016-03-23 16:00:00,21.73,50202,1297
2016-03-23 17:00:00,21.9,50990,1071
2016-03-23 18:00:00,22.45,52126,819
2016-03-23 19:00:00,22.48,52363,596
2016-03-23 20:00:00,22.03,51188,461
2016-03-23 21:00:00,21.92,49956,367
2016-03-23 22:00:00,21.59,48091,301
2016-03-23 23:00:00,21.14,46147,238
2016-03-24 00:00:00,21.36,44247,134
2016-03-24 01:00:00,21,43479,83
2016-03-24 02:00:00,20.71,43214,50
2016-03-24 03:00:00,20.87,43368,41
2016-03-24 04:00:00,21.35,44037,46
2016-03-24 05:00:00,22,45411,56
2016-03-24 06:00:00,21.89,47277,91
2016-03-24 07:00:00,22.05,49094,144
2016-03-24 08:00:00,22.32,49871,232
2016-03-24 09:00:00,22.21,50397,314
2016-03-24 10:00:00,21.95,50446,389
2016-03-24 11:00:00,21.79,50264,490
2016-03-24 12:00:00,21.54,49505,624
2016-03-24 13:00:00,21.23,48862,753
2016-03-24 14:00:00,21.03,48491,816
2016-03-24 15:00:00,20.88,48144,826
2016-03-24 16:00:00,20.87,48249,789
2016-03-24 17:00:00,21.09,48799,719
2016-03-24 18:00:00,21.39,49734,649
2016-03-24 19:00:00,21.35,50490,648
2016-03-24 20:00:00,21.13,49743,714
2016-03-24 21:00:00,20.94,48670,788
2016-03-24 22:00:00,20.56,46734,848
2016-03-24 23:00:00,20.28,44572,873
2016-03-25 00:00:00,20.72,42695,915
2016-03-25 01:00:00,20.29,41778,917
2016-03-25 02:00:00,20.26,41292,921
2016-03-25 03:00:00,20,41252,896
2016-03-25 04:00:00,20.05,41406,842
2016-03-25 05:00:00,20.36,41666,803
2016-03-25 06:00:00,20.27,42035,800
2016-03-25 07:00:00,20.4,43026,785
2016-03-25 08:00:00,20.87,43755,746
2016-03-25 09:00:00,21.11,45208,714
2016-03-25 10:00:00,21.08,45985,677
2016-03-25 11:00:00,20.96,46353,686
2016-03-25 12:00:00,20.85,46150,772
2016-03-25 13:00:00,20.47,45789,899
2016-03-25 14:00:00,20.4,45438,1093
2016-03-25 15:00:00,20.4,45285,1337
2016-03-25 16:00:00,20.45,45457,1414
2016-03-25 17:00:00,20.73,46129,1247
2016-03-25 18:00:00,21.16,46961,1055
2016-03-25 19:00:00,21.11,47585,975
2016-03-25 20:00:00,20.79,47059,978
2016-03-25 21:00:00,20.53,46280,956
2016-03-25 22:00:00,20.45,44703,872
2016-03-25 23:00:00,20.15,42892,774
2016-03-26 00:00:00,20.82,41752,840
2016-03-26 01:00:00,20.54,40868,735
2016-03-26 02:00:00,20.43,40443,605
2016-03-26 03:00:00,20,40504,544
2016-03-26 04:00:00,20,40715,536
2016-03-26 05:00:00,20.01,40936,582
2016-03-26 06:00:00,20.01,41141,673
2016-03-26 07:00:00,20.47,41989,752
2016-03-26 08:00:00,20.88,43504,845
2016-03-26 09:00:00,21.11,44357,1050
2016-03-26 10:00:00,20.91,44898,1363
2016-03-26 11:00:00,19.97,44857,1702
2016-03-26 12:00:00,19.06,44329,2056
2016-03-26 13:00:00,18.26,43776,2310
2016-03-26 14:00:00,17.51,43347,2445
2016-03-26 15:00:00,17.67,43134,2573
2016-03-26 16:00:00,17.82,43455,2699
2016-03-26 17:00:00,19.2,44195,2795
2016-03-26 18:00:00,20.13,45173,2886
2016-03-26 19:00:00,20.09,45943,3037
2016-03-26 20:00:00,19.94,45587,3247
2016-03-26 21:00:00,18.7,45092,3436
2016-03-26 22:00:00,17.91,43678,3543
2016-03-26 23:00:00,17.16,42097,3585
2016-03-27 00:00:00,15.83,40483,3547
2016-03-27 01:00:00,14.71,39569,3601
2016-03-27 02:00:00,15.075,39312,3623
2016-03-27 03:00:00,15.44,39055,3645
2016-03-27 04:00:00,15.14,39143,3684
2016-03-27 05:00:00,15.47,39285,3676
2016-03-27 06:00:00,15.59,39212,3583
2016-03-27 07:00:00,16.12,39697,3450
2016-03-27 08:00:00,15.99,40654,3135
2016-03-27 09:00:00,16.88,41582,2667
2016-03-27 10:00:00,17.25,41923,2343
2016-03-27 11:00:00,17.3,41687,2106
2016-03-27 12:00:00,16.8,41272,1975
2016-03-27 13:00:00,16.08,40871,1997
2016-03-27 14:00:00,15.57,40454,1953
2016-03-27 15:00:00,15.55,40403,1832
2016-03-27 16:00:00,15.98,40787,1755
2016-03-27 17:00:00,17.03,41714,1643
2016-03-27 18:00:00,17.54,42986,1562
2016-03-27 19:00:00,19.6,44104,1602
2016-03-27 20:00:00,20.43,44304,1723
2016-03-27 21:00:00,19.87,43797,1920
2016-03-27 22:00:00,19.5,42733,2107
2016-03-27 23:00:00,18.5,41073,2155
2016-03-28 00:00:00,15.69,39548,2221
2016-03-28 01:00:00,14.8,38996,2280
2016-03-28 02:00:00,14.69,38879,2266
2016-03-28 03:00:00,14.45,38973,2190
2016-03-28 04:00:00,15.36,39381,2108
2016-03-28 05:00:00,16.42,39847,2093
2016-03-28 06:00:00,15.89,40192,2161
2016-03-28 07:00:00,16.06,40945,2314
2016-03-28 08:00:00,16.65,42034,2558
2016-03-28 09:00:00,17.58,43008,2898
2016-03-28 10:00:00,18.09,43497,3297
2016-03-28 11:00:00,18.02,43480,3667
2016-03-28 12:00:00,17.53,43127,3562
2016-03-28 13:00:00,17.15,42785,3762
2016-03-28 14:00:00,16.76,42514,3881
2016-03-28 15:00:00,16.56,42350,3303
2016-03-28 16:00:00,16.67,42862,3315
2016-03-28 17:00:00,17.05,43743,3946
2016-03-28 18:00:00,18.21,44934,4379
2016-03-28 19:00:00,18.59,46109,4428
2016-03-28 20:00:00,18.64,46136,4407
2016-03-28 21:00:00,18.08,45593,4330
2016-03-28 22:00:00,17.73,44117,4261
2016-03-28 23:00:00,16.73,42608,4172
2016-03-29 00:00:00,16.51,41199,3644
2016-03-29 01:00:00,16.42,40581,3443
2016-03-29 02:00:00,15.78,40451,3175
2016-03-29 03:00:00,15.78,40714,2870
2016-03-29 04:00:00,16.7,41639,2605
2016-03-29 05:00:00,18.84,43519,2398
2016-03-29 06:00:00,20.53,46993,2243
2016-03-29 07:00:00,21.46,49984,2132
2016-03-29 08:00:00,21.67,49576,2114
2016-03-29 09:00:00,21.64,49645,2193
2016-03-29 10:00:00,21.53,49599,2272
2016-03-29 11:00:00,21.37,49296,2306
2016-03-29 12:00:00,20.87,49129,2312
2016-03-29 13:00:00,20.38,48977,2335
2016-03-29 14:00:00,20.05,48511,2321
2016-03-29 15:00:00,19.96,48135,2211
2016-03-29 16:00:00,20.08,48061,2079
2016-03-29 17:00:00,21.13,48834,1900
2016-03-29 18:00:00,21.48,49722,1632
2016-03-29 19:00:00,21.62,50177,1370
2016-03-29 20:00:00,21.52,49479,1235
2016-03-29 21:00:00,21.19,48378,1253
2016-03-29 22:00:00,20.55,46467,1304
2016-03-29 23:00:00,20.09,43979,1322
2016-03-30 00:00:00,20.32,42078,1101
2016-03-30 01:00:00,20.15,41210,1038
2016-03-30 02:00:00,20.22,40919,950
2016-03-30 03:00:00,19.94,41135,815
2016-03-30 04:00:00,20.23,42091,665
2016-03-30 05:00:00,21.31,44268,610
2016-03-30 06:00:00,21.95,47666,609
2016-03-30 07:00:00,23.41,50916,611
2016-03-30 08:00:00,24.99,51130,649
2016-03-30 09:00:00,23.98,51112,744
2016-03-30 10:00:00,23,50985,840
2016-03-30 11:00:00,22.25,50649,905
2016-03-30 12:00:00,21.88,50226,979
2016-03-30 13:00:00,21.81,49871,1153
2016-03-30 14:00:00,21.72,49456,1288
2016-03-30 15:00:00,21.61,49029,1339
2016-03-30 16:00:00,21.61,48846,1408
2016-03-30 17:00:00,21.79,49410,1377
2016-03-30 18:00:00,21.98,50067,1217
2016-03-30 19:00:00,22.4,50319,1063
2016-03-30 20:00:00,21.98,49520,966
2016-03-30 21:00:00,21.75,48444,950
2016-03-30 22:00:00,21.4,46540,969
2016-03-30 23:00:00,21.03,44301,960
2016-03-31 00:00:00,20.65,42690,930
2016-03-31 01:00:00,20.32,41845,930
2016-03-31 02:00:00,20.22,41525,902
2016-03-31 03:00:00,20.31,41797,840
2016-03-31 04:00:00,20.7,42732,766
2016-03-31 05:00:00,21.62,44733,711
2016-03-31 06:00:00,22.91,47890,670
2016-03-31 07:00:00,26.1,50965,634
2016-03-31 08:00:00,28.14,51886,624
2016-03-31 09:00:00,27.06,51671,689
2016-03-31 10:00:00,25.01,51510,822
2016-03-31 11:00:00,24.07,50993,996
2016-03-31 12:00:00,22.61,50346,1192
2016-03-31 13:00:00,22.05,49837,1387
2016-03-31 14:00:00,21.85,49365,1542
2016-03-31 15:00:00,21.76,49039,1668
2016-03-31 16:00:00,21.65,48825,1753
2016-03-31 17:00:00,21.74,49305,1751
2016-03-31 18:00:00,21.86,49915,1696
2016-03-31 19:00:00,21.98,50204,1590
2016-03-31 20:00:00,21.93,49749,1486
2016-03-31 21:00:00,21.78,48789,1463
2016-03-31 22:00:00,21.38,46985,1451
2016-03-31 23:00:00,20.48,44712,1418
2016-04-01 00:00:00,20.71,43075,1201
2016-04-01 01:00:00,20.33,42203,1156
2016-04-01 02:00:00,20.36,41881,1092
2016-04-01 03:00:00,20.16,42055,1014
2016-04-01 04:00:00,20.63,42937,923
2016-04-01 05:00:00,21.46,45148,787
2016-04-01 06:00:00,22.61,48592,648
2016-04-01 07:00:00,26.39,51979,551
2016-04-01 08:00:00,29.64,52953,466
2016-04-01 09:00:00,29.89,52877,383
2016-04-01 10:00:00,28.3,52117,333
2016-04-01 11:00:00,25.97,51307,289
2016-04-01 12:00:00,23.05,50290,272
2016-04-01 13:00:00,22.25,49450,300
2016-04-01 14:00:00,21.85,48743,344
2016-04-01 15:00:00,21.6,47992,375
2016-04-01 16:00:00,21.66,47797,391
2016-04-01 17:00:00,21.77,48385,361
2016-04-01 18:00:00,21.99,49491,296
2016-04-01 19:00:00,22.04,49748,240
2016-04-01 20:00:00,21.94,48664,235
2016-04-01 21:00:00,21.76,47690,277
2016-04-01 22:00:00,21.5,46184,358
2016-04-01 23:00:00,21.06,44293,466
2016-04-02 00:00:00,21.11,42229,806
2016-04-02 01:00:00,20.8,41349,922
2016-04-02 02:00:00,20.59,40904,1027
2016-04-02 03:00:00,19.84,40813,1111
2016-04-02 04:00:00,19.91,41074,1197
2016-04-02 05:00:00,20.09,41414,1256
2016-04-02 06:00:00,20.19,42061,1293
2016-04-02 07:00:00,20.79,43312,1324
2016-04-02 08:00:00,21.14,44860,1322
2016-04-02 09:00:00,21.33,45715,1296
2016-04-02 10:00:00,20.81,46020,1306
2016-04-02 11:00:00,20.08,45573,1320
2016-04-02 12:00:00,19.77,45123,1334
2016-04-02 13:00:00,19.76,44667,1323
2016-04-02 14:00:00,19.36,44205,1222
2016-04-02 15:00:00,19.28,44069,1066
2016-04-02 16:00:00,19.36,44511,905
2016-04-02 17:00:00,20.45,45586,733
2016-04-02 18:00:00,21.54,46777,543
2016-04-02 19:00:00,21.72,46764,386
2016-04-02 20:00:00,21.56,45859,308
2016-04-02 21:00:00,21.38,44957,295
2016-04-02 22:00:00,21.17,43805,296
2016-04-02 23:00:00,20.92,42252,301
2016-04-03 00:00:00,20.14,40915,249
2016-04-03 01:00:00,18.9,40016,228
2016-04-03 02:00:00,18.56,39570,219
2016-04-03 03:00:00,18.57,39374,225
2016-04-03 04:00:00,18.29,39479,259
2016-04-03 05:00:00,18.4,39593,331
2016-04-03 06:00:00,18.43,39770,434
2016-04-03 07:00:00,18.57,40424,577
2016-04-03 08:00:00,19.08,41396,704
2016-04-03 09:00:00,19.41,42758,793
2016-04-03 10:00:00,19.72,43490,873
2016-04-03 11:00:00,19.83,43438,977
2016-04-03 12:00:00,19.29,43166,1062
2016-04-03 13:00:00,19.18,42902,1141
2016-04-03 14:00:00,19.15,42648,1150
2016-04-03 15:00:00,19.58,42602,1063
2016-04-03 16:00:00,20.12,42974,1016
2016-04-03 17:00:00,20.41,44001,928
2016-04-03 18:00:00,21.19,45140,768
2016-04-03 19:00:00,21.95,45596,647
2016-04-03 20:00:00,22.02,45443,547
2016-04-03 21:00:00,21.68,44708,447
2016-04-03 22:00:00,21.38,43200,386
2016-04-03 23:00:00,20.71,41322,316
2016-04-04 00:00:00,20.49,40318,169
2016-04-04 01:00:00,19.59,39532,158
2016-04-04 02:00:00,19.15,39331,160
2016-04-04 03:00:00,19.14,39494,166
2016-04-04 04:00:00,19.34,40276,191
2016-04-04 05:00:00,20.94,42536,258
2016-04-04 06:00:00,22.58,45998,349
2016-04-04 07:00:00,26.94,49318,473
2016-04-04 08:00:00,31.79,49636,576
2016-04-04 09:00:00,30.02,49822,616
2016-04-04 10:00:00,28.49,49853,633
2016-04-04 11:00:00,25.35,49584,639
2016-04-04 12:00:00,23.12,49187,656
2016-04-04 13:00:00,23.56,48833,708
2016-04-04 14:00:00,22.98,48514,733
2016-04-04 15:00:00,22.28,48061,745
2016-04-04 16:00:00,22.45,47811,775
2016-04-04 17:00:00,22.41,48085,730
2016-04-04 18:00:00,22.61,48526,642
2016-04-04 19:00:00,23.2,48776,585
2016-04-04 20:00:00,22.85,48400,544
2016-04-04 21:00:00,22.37,47206,491
2016-04-04 22:00:00,21.78,45207,416
2016-04-04 23:00:00,21.09,42718,355
2016-04-05 00:00:00,20.31,40855,647
2016-04-05 01:00:00,20.04,39777,588
2016-04-05 02:00:00,20.03,39436,504
2016-04-05 03:00:00,19.81,39638,414
2016-04-05 04:00:00,20.08,40500,358
2016-04-05 05:00:00,21.14,42648,314
2016-04-05 06:00:00,22.71,46483,258
2016-04-05 07:00:00,25.2,50015,226
2016-04-05 08:00:00,26.42,50240,210
2016-04-05 09:00:00,26.41,50230,196
2016-04-05 10:00:00,26.25,50094,182
2016-04-05 11:00:00,24.33,49630,187
2016-04-05 12:00:00,23.33,49255,227
2016-04-05 13:00:00,22.94,48910,294
2016-04-05 14:00:00,22.83,48531,339
2016-04-05 15:00:00,22.6,48070,354
2016-04-05 16:00:00,22.54,47837,346
2016-04-05 17:00:00,22.82,48260,316
2016-04-05 18:00:00,22.81,48665,286
2016-04-05 19:00:00,23.19,48869,290
2016-04-05 20:00:00,22.95,48394,320
2016-04-05 21:00:00,22.69,47145,398
2016-04-05 22:00:00,21.96,44991,530
2016-04-05 23:00:00,21.05,42360,674
2016-04-06 00:00:00,19.76,39659,603
2016-04-06 01:00:00,19.2,38703,828
2016-04-06 02:00:00,19.06,38328,1075
2016-04-06 03:00:00,18.95,38487,1230
2016-04-06 04:00:00,19.02,39265,1313
2016-04-06 05:00:00,20.05,41337,1408
2016-04-06 06:00:00,21.52,45315,1566
2016-04-06 07:00:00,22.83,49147,1794
2016-04-06 08:00:00,23.55,49440,1957
2016-04-06 09:00:00,22.95,49794,2049
2016-04-06 10:00:00,22.71,50146,2150
2016-04-06 11:00:00,22,50224,2218
2016-04-06 12:00:00,21.39,49998,2248
2016-04-06 13:00:00,21.11,49839,2227
2016-04-06 14:00:00,21.08,49500,2176
2016-04-06 15:00:00,20.56,49080,2087
2016-04-06 16:00:00,20.88,48696,1948
2016-04-06 17:00:00,21.26,48979,1703
2016-04-06 18:00:00,21.69,49295,1463
2016-04-06 19:00:00,21.98,49322,1391
2016-04-06 20:00:00,21.84,48841,1480
2016-04-06 21:00:00,21.3,47602,1664
2016-04-06 22:00:00,20.09,45382,1884
2016-04-06 23:00:00,18.99,42684,1952
2016-04-07 00:00:00,17.45,40543,1933
2016-04-07 01:00:00,16.66,39507,2005
2016-04-07 02:00:00,16.49,39128,2052
2016-04-07 03:00:00,15.95,39202,2050
2016-04-07 04:00:00,16.93,40064,2008
2016-04-07 05:00:00,18.91,42161,2016
2016-04-07 06:00:00,20.79,45828,2147
2016-04-07 07:00:00,21.59,49381,2289
2016-04-07 08:00:00,21.92,49087,2463
2016-04-07 09:00:00,21.83,49287,2633
2016-04-07 10:00:00,21.53,49505,2787
2016-04-07 11:00:00,21.43,49533,2884
2016-04-07 12:00:00,21.35,49202,2923
2016-04-07 13:00:00,21.34,49040,2931
2016-04-07 14:00:00,21.21,48662,2859
2016-04-07 15:00:00,20.9,48160,2740
2016-04-07 16:00:00,21.07,48092,2603
2016-04-07 17:00:00,21.25,48394,2358
2016-04-07 18:00:00,21.52,48682,2041
2016-04-07 19:00:00,21.87,48898,1761
2016-04-07 20:00:00,21.65,48656,1562
2016-04-07 21:00:00,21.35,47666,1422
2016-04-07 22:00:00,20.82,45670,1306
2016-04-07 23:00:00,19.95,43194,1279
2016-04-08 00:00:00,19.55,41104,1444
2016-04-08 01:00:00,19.29,40006,1443
2016-04-08 02:00:00,19.24,39581,1401
2016-04-08 03:00:00,19.3,39745,1366
2016-04-08 04:00:00,19.64,40634,1371
2016-04-08 05:00:00,20.36,42764,1389
2016-04-08 06:00:00,21.51,46229,1389
2016-04-08 07:00:00,22.69,49724,1398
2016-04-08 08:00:00,23.96,49739,1450
2016-04-08 09:00:00,23.93,49982,1562
2016-04-08 10:00:00,23.45,49890,1712
2016-04-08 11:00:00,22.9,49598,1824
2016-04-08 12:00:00,22.75,48951,1876
2016-04-08 13:00:00,22.5,48324,1861
2016-04-08 14:00:00,22.12,47447,1799
2016-04-08 15:00:00,21.49,46608,1690
2016-04-08 16:00:00,21.62,46347,1553
2016-04-08 17:00:00,21.75,46640,1370
2016-04-08 18:00:00,22.14,46979,1135
2016-04-08 19:00:00,22.19,46921,904
2016-04-08 20:00:00,21.79,46344,739
2016-04-08 21:00:00,21.79,45495,673
2016-04-08 22:00:00,21.22,44000,649
2016-04-08 23:00:00,20.77,42250,631
2016-04-09 00:00:00,21.02,40573,759
2016-04-09 01:00:00,20.6,39590,743
2016-04-09 02:00:00,20.53,39094,691
2016-04-09 03:00:00,20.57,38989,616
2016-04-09 04:00:00,20.56,39122,543
2016-04-09 05:00:00,20.79,39456,471
2016-04-09 06:00:00,21.13,40085,400
2016-04-09 07:00:00,21.19,41464,334
2016-04-09 08:00:00,21.83,42953,286
2016-04-09 09:00:00,22.25,44309,274
2016-04-09 10:00:00,22.15,44746,293
2016-04-09 11:00:00,21.99,44381,281
2016-04-09 12:00:00,21.41,43767,251
2016-04-09 13:00:00,20.56,43289,242
2016-04-09 14:00:00,20.15,42793,226
2016-04-09 15:00:00,20.24,42609,203
2016-04-09 16:00:00,20.5,42937,194
2016-04-09 17:00:00,21.43,43859,196
2016-04-09 18:00:00,22.3,44702,225
2016-04-09 19:00:00,22.26,44733,262
2016-04-09 20:00:00,22.14,44377,299
2016-04-09 21:00:00,21.89,43815,354
2016-04-09 22:00:00,21.4,42732,437
2016-04-09 23:00:00,21.06,41311,495
2016-04-10 00:00:00,20.79,40354,517
2016-04-10 01:00:00,20.17,39504,535
2016-04-10 02:00:00,19.73,39135,546
2016-04-10 03:00:00,19.59,39021,567
2016-04-10 04:00:00,19.6,39046,605
2016-04-10 05:00:00,19.5,39097,673
2016-04-10 06:00:00,19.55,39267,728
2016-04-10 07:00:00,19.66,40023,751
2016-04-10 08:00:00,20.2,41851,727
2016-04-10 09:00:00,20.79,42979,736
2016-04-10 10:00:00,20.89,43444,778
2016-04-10 11:00:00,20.89,43152,790
2016-04-10 12:00:00,20.27,42661,784
2016-04-10 13:00:00,20.11,42059,782
2016-04-10 14:00:00,20.02,41683,788
2016-04-10 15:00:00,20.06,41538,771
2016-04-10 16:00:00,20.4,41704,761
2016-04-10 17:00:00,20.64,42483,745
2016-04-10 18:00:00,21.07,43410,729
2016-04-10 19:00:00,21.8,43787,709
2016-04-10 20:00:00,21.84,44126,666
2016-04-10 21:00:00,21.76,44002,636
2016-04-10 22:00:00,21.14,42742,627
2016-04-10 23:00:00,20.04,41010,605
2016-04-11 00:00:00,20.02,40071,736
2016-04-11 01:00:00,19.4,39382,696
2016-04-11 02:00:00,19.33,39189,667
2016-04-11 03:00:00,19.54,39423,647
2016-04-11 04:00:00,20.27,40315,631
2016-04-11 05:00:00,21.33,42473,643
2016-04-11 06:00:00,22.63,46311,665
2016-04-11 07:00:00,27.94,49694,669
2016-04-11 08:00:00,34.5,50484,667
2016-04-11 09:00:00,29.33,50112,712
2016-04-11 10:00:00,25.93,49522,850
2016-04-11 11:00:00,23.52,48807,1009
2016-04-11 12:00:00,22.73,47843,1122
2016-04-11 13:00:00,22.48,47373,1201
2016-04-11 14:00:00,22.21,46913,1225
2016-04-11 15:00:00,21.75,46340,1198
2016-04-11 16:00:00,22.15,46170,1180
2016-04-11 17:00:00,22.4,46357,1173
2016-04-11 18:00:00,22.47,46494,1182
2016-04-11 19:00:00,22.59,46669,1216
2016-04-11 20:00:00,22.55,46734,1228
2016-04-11 21:00:00,22.28,46164,1266
2016-04-11 22:00:00,21.63,44619,1357
2016-04-11 23:00:00,21.05,42437,1373
2016-04-12 00:00:00,20.6,40838,1233
2016-04-12 01:00:00,20.27,39938,1184
2016-04-12 02:00:00,20.2,39678,1141
2016-04-12 03:00:00,20.2,39940,1100
2016-04-12 04:00:00,20.48,40715,1105
2016-04-12 05:00:00,21.25,42789,1150
2016-04-12 06:00:00,22.32,46538,1226
2016-04-12 07:00:00,23.53,49740,1300
2016-04-12 08:00:00,25.8,50566,1306
2016-04-12 09:00:00,24.88,50273,1278
2016-04-12 10:00:00,23.27,49834,1316
2016-04-12 11:00:00,22.73,49174,1353
2016-04-12 12:00:00,22.48,48312,1283
2016-04-12 13:00:00,22.42,47746,1187
2016-04-12 14:00:00,22.36,47258,1076
2016-04-12 15:00:00,22.12,46693,945
2016-04-12 16:00:00,22.2,46606,863
2016-04-12 17:00:00,22.27,46768,803
2016-04-12 18:00:00,22.32,46894,747
2016-04-12 19:00:00,22.51,47110,697
2016-04-12 20:00:00,22.51,46992,661
2016-04-12 21:00:00,22.36,46323,616
2016-04-12 22:00:00,21.86,44632,586
2016-04-12 23:00:00,21.35,42359,568
2016-04-13 00:00:00,21.64,40521,405
2016-04-13 01:00:00,21.13,39655,378
2016-04-13 02:00:00,21.08,39445,356
2016-04-13 03:00:00,21.15,39632,345
2016-04-13 04:00:00,21.6,40431,332
2016-04-13 05:00:00,22.2,42677,308
2016-04-13 06:00:00,23.12,46128,291
2016-04-13 07:00:00,28.11,49668,282
2016-04-13 08:00:00,34.06,50111,268
2016-04-13 09:00:00,32.08,49859,243
2016-04-13 10:00:00,28.97,49309,229
2016-04-13 11:00:00,26.77,48863,228
2016-04-13 12:00:00,25.25,48187,225
2016-04-13 13:00:00,24.32,47621,217
2016-04-13 14:00:00,24.13,47178,202
2016-04-13 15:00:00,23.05,46571,189
2016-04-13 16:00:00,23.13,46393,194
2016-04-13 17:00:00,23.19,46546,217
2016-04-13 18:00:00,23.21,46604,226
2016-04-13 19:00:00,23.38,46754,227
2016-04-13 20:00:00,23.28,46677,220
2016-04-13 21:00:00,23.19,46105,205
2016-04-13 22:00:00,22.76,44335,198
2016-04-13 23:00:00,22.26,42013,184
2016-04-14 00:00:00,21.63,40135,82
2016-04-14 01:00:00,21.24,39229,81
2016-04-14 02:00:00,21.08,38891,89
2016-04-14 03:00:00,20.8,39045,104
2016-04-14 04:00:00,21.01,39801,128
2016-04-14 05:00:00,22.1,41853,150
2016-04-14 06:00:00,23.05,45380,149
2016-04-14 07:00:00,29.31,48936,143
2016-04-14 08:00:00,31.45,49208,127
2016-04-14 09:00:00,30.79,49177,118
2016-04-14 10:00:00,28.76,49023,113
2016-04-14 11:00:00,25.7,48647,91
2016-04-14 12:00:00,24.23,48278,74
2016-04-14 13:00:00,24,48104,75
2016-04-14 14:00:00,23.42,47687,81
2016-04-14 15:00:00,22.87,47198,94
2016-04-14 16:00:00,22.94,47007,121
2016-04-14 17:00:00,23.18,47162,122
2016-04-14 18:00:00,23.5,47258,121
2016-04-14 19:00:00,23.39,47352,134
2016-04-14 20:00:00,23.07,47311,163
2016-04-14 21:00:00,22.91,46695,205
2016-04-14 22:00:00,22.65,44883,289
2016-04-14 23:00:00,22.09,42554,419
2016-04-15 00:00:00,21.33,40705,413
2016-04-15 01:00:00,20.87,39799,495
2016-04-15 02:00:00,20.56,39424,579
2016-04-15 03:00:00,20.38,39509,685
2016-04-15 04:00:00,20.51,40192,795
2016-04-15 05:00:00,21.55,42166,861
2016-04-15 06:00:00,22.72,45610,889
2016-04-15 07:00:00,23.94,49109,898
2016-04-15 08:00:00,26.15,49456,946
2016-04-15 09:00:00,24.56,49572,1045
2016-04-15 10:00:00,23.99,49422,1117
2016-04-15 11:00:00,23.52,49033,1108
2016-04-15 12:00:00,23.27,48335,1021
2016-04-15 13:00:00,22.97,47765,923
2016-04-15 14:00:00,22.73,46914,801
2016-04-15 15:00:00,21.87,46210,702
2016-04-15 16:00:00,21.91,45898,658
2016-04-15 17:00:00,22.32,46171,582
2016-04-15 18:00:00,22.76,46399,460
2016-04-15 19:00:00,22.77,46272,366
2016-04-15 20:00:00,22.75,45839,313
2016-04-15 21:00:00,22.71,45148,275
2016-04-15 22:00:00,22.51,43708,273
2016-04-15 23:00:00,21.83,41935,295
2016-04-16 00:00:00,21.27,39978,255
2016-04-16 01:00:00,20.47,38977,230
2016-04-16 02:00:00,19.97,38483,217
2016-04-16 03:00:00,19.6,38371,206
2016-04-16 04:00:00,19.61,38476,208
2016-04-16 05:00:00,19.74,38834,193
2016-04-16 06:00:00,20.09,39465,172
2016-04-16 07:00:00,20.52,40746,165
2016-04-16 08:00:00,21.14,42474,177
2016-04-16 09:00:00,21.5,43543,227
2016-04-16 10:00:00,21.33,44083,300
2016-04-16 11:00:00,21.22,43865,365
2016-04-16 12:00:00,20.93,43303,453
2016-04-16 13:00:00,20.61,42768,582
2016-04-16 14:00:00,20.43,42230,738
2016-04-16 15:00:00,20.26,41914,944
2016-04-16 16:00:00,20.42,42115,1193
